"","Year","Winners","Runnersup","Team","MP","GF","GA","PEN","SOG","SW","FKR","OFF","CK","W","D","L","Y","YCR","R","FC","FS","Loc"
"285","1998","France","Brazil","Germany",5,8,6,0,7,0,0,0,0,3,1,1,12,0,1,0,0,"France"
"286","1998","France","Brazil","Argentina",5,10,4,2,15,0,0,0,0,3,1,1,11,0,1,0,0,"France"
"287","1998","France","Brazil","Austria",3,3,4,1,3,0,0,0,0,0,2,1,6,0,0,0,0,"France"
"288","1998","France","Brazil","Belgium",3,3,3,0,3,0,0,0,0,0,3,0,4,0,1,0,0,"France"
"289","1998","France","Brazil","Brazil",7,14,10,1,17,0,0,0,0,4,1,2,12,0,0,0,0,"France"
"290","1998","France","Brazil","Bulgaria",3,1,7,0,1,0,0,0,0,0,1,2,6,1,0,0,0,"France"
"291","1998","France","Brazil","Cameroon",3,2,5,0,2,0,0,0,0,0,2,1,6,0,3,0,0,"France"
"292","1998","France","Brazil","Chile",4,5,8,0,5,0,0,0,0,0,3,1,13,0,0,0,0,"France"
"293","1998","France","Brazil","Colombia",3,1,3,0,1,0,0,0,0,1,0,2,5,0,0,0,0,"France"
"294","1998","France","Brazil","Croatia",7,11,5,1,11,0,0,0,0,5,0,2,19,0,0,0,0,"France"
"295","1998","France","Brazil","Denmark",5,9,7,1,9,0,0,0,0,2,1,2,12,0,2,0,0,"France"
"296","1998","France","Brazil","England",4,7,4,1,12,0,0,0,0,2,1,1,5,0,1,0,0,"France"
"297","1998","France","Brazil","Iran",3,2,4,0,2,0,0,0,0,1,0,2,3,0,0,0,0,"France"
"298","2002","Brazil","Germany","Paraguay",4,6,7,0,24,26,0,13,17,1,1,2,9,1,1,80,70,"Korea/Japan"
"299","2002","Brazil","Germany","Poland",3,3,7,0,14,18,0,12,15,1,0,2,9,0,0,64,43,"Korea/Japan"
"300","2002","Brazil","Germany","Republic of Ireland",4,6,3,1,25,25,0,7,21,1,3,0,4,0,0,67,69,"Korea/Japan"
"301","2002","Brazil","Germany","Russia",3,4,4,1,17,24,0,10,10,1,0,2,9,0,0,64,63,"Korea/Japan"
"302","2002","Brazil","Germany","Saudi Arabia",3,0,12,0,10,16,0,8,4,0,0,3,3,0,0,39,57,"Korea/Japan"
"303","2002","Brazil","Germany","Senegal",5,7,6,1,23,31,0,21,22,2,2,1,14,0,1,101,95,"Korea/Japan"
"304","2002","Brazil","Germany","Slovenia",3,2,7,0,17,16,0,3,12,0,0,3,10,0,1,57,50,"Korea/Japan"
"305","2002","Brazil","Germany","South Africa",3,5,5,1,17,15,0,5,12,1,1,1,10,0,0,59,43,"Korea/Japan"
"306","2002","Brazil","Germany","Spain",5,10,5,2,45,34,0,25,28,3,2,0,7,0,0,74,101,"Korea/Japan"
"307","2002","Brazil","Germany","Sweden",4,5,5,1,22,17,0,10,17,1,2,1,6,0,0,70,67,"Korea/Japan"
"308","2002","Brazil","Germany","Tunisia",3,1,5,0,6,16,0,6,17,0,1,2,8,0,0,57,49,"Korea/Japan"
"309","2002","Brazil","Germany","Turkey",7,10,6,0,32,30,0,21,39,4,1,2,17,1,1,119,117,"Korea/Japan"
"310","2002","Brazil","Germany","Uruguay",3,4,5,1,18,16,0,6,19,0,2,1,10,0,0,57,48,"Korea/Japan"
"311","2002","Brazil","Germany","USA",5,7,7,0,30,24,0,14,21,2,1,2,14,0,0,90,85,"Korea/Japan"
"312","2002","Brazil","Germany","Portugal",3,6,4,0,16,16,0,7,12,1,0,2,6,1,1,54,64,"Korea/Japan"
"313","2002","Brazil","Germany","Croatia",3,2,3,0,16,12,0,11,23,1,0,2,3,0,1,55,64,"Korea/Japan"
"314","2002","Brazil","Germany","Denmark",4,5,5,1,15,14,0,9,19,2,1,1,9,0,0,66,60,"Korea/Japan"
"315","2002","Brazil","Germany","Ecuador",3,2,4,0,13,12,0,6,15,1,0,2,9,0,0,59,46,"Korea/Japan"
"316","2002","Brazil","Germany","England",5,6,3,1,24,28,0,11,20,2,2,1,6,0,0,74,80,"Korea/Japan"
"317","2002","Brazil","Germany","France",3,0,3,0,26,16,0,9,24,0,1,2,3,0,1,49,65,"Korea/Japan"
"318","2002","Brazil","Germany","Germany",7,14,3,0,40,60,0,16,49,5,1,1,16,1,0,133,141,"Korea/Japan"
"319","2002","Brazil","Germany","Italy",4,5,5,0,26,22,0,20,25,1,1,2,10,1,0,85,86,"Korea/Japan"
"320","2002","Brazil","Germany","Japan",4,5,3,0,17,20,0,4,20,2,1,1,6,0,0,99,96,"Korea/Japan"
"321","2002","Brazil","Germany","Korea Republic",7,8,6,0,49,45,0,12,53,3,2,2,14,0,0,133,128,"Korea/Japan"
"322","2002","Brazil","Germany","Mexico",4,4,4,1,19,19,0,14,16,2,1,1,8,0,1,63,70,"Korea/Japan"
"323","2002","Brazil","Germany","Nigeria",3,1,3,0,11,20,0,7,11,0,1,2,2,0,0,46,33,"Korea/Japan"
"324","2002","Brazil","Germany","Cameroon",3,2,3,0,14,16,0,11,20,1,1,1,8,1,0,55,49,"Korea/Japan"
"325","2002","Brazil","Germany","China PR",3,0,9,0,10,9,0,5,16,0,0,3,5,0,1,41,52,"Korea/Japan"
"326","2002","Brazil","Germany","Costa Rica",3,5,6,0,18,25,0,16,19,1,1,1,6,0,0,48,31,"Korea/Japan"
"327","2002","Brazil","Germany","Belgium",4,6,7,0,22,26,0,7,27,1,2,1,6,0,0,84,87,"Korea/Japan"
"328","2002","Brazil","Germany","Brazil",7,18,4,2,54,39,0,26,34,7,0,0,7,0,1,106,115,"Korea/Japan"
"329","2002","Brazil","Germany","Argentina",3,2,2,0,18,27,0,15,33,1,1,1,6,0,1,52,61,"Korea/Japan"
"330","2006","Italy","France","Italy",7,12,2,1,53,35,8,34,44,5,2,0,11,0,2,106,152,"Germany"
"331","2006","Italy","France","Ghana",4,4,6,1,23,38,2,25,17,2,0,2,16,1,0,100,55,"Germany"
"332","2006","Italy","France","Iran",3,2,6,0,19,11,1,7,9,0,1,2,8,0,0,58,66,"Germany"
"333","2006","Italy","France","Netherlands",4,3,2,0,26,24,7,12,19,2,1,1,12,2,0,85,53,"Germany"
"334","2006","Italy","France","Japan",3,2,7,0,10,17,4,8,11,0,1,2,7,0,0,39,45,"Germany"
"335","2006","Italy","France","Korea Republic",3,3,4,0,16,20,4,6,11,1,1,1,9,0,0,46,44,"Germany"
"336","2006","Italy","France","Mexico",4,5,5,0,22,24,4,5,22,1,1,2,10,1,0,91,84,"Germany"
"337","2006","Italy","France","England",5,6,2,0,33,38,4,10,30,3,2,0,9,0,1,75,79,"Germany"
"338","2006","Italy","France","France",7,9,3,2,39,42,2,29,41,4,3,0,16,0,1,125,126,"Germany"
"339","2006","Italy","France","Germany",7,14,6,0,54,63,8,21,33,5,1,1,12,0,0,125,133,"Germany"
"340","2006","Italy","France","Sweden",4,3,4,0,25,24,3,7,30,1,2,1,8,1,0,66,51,"Germany"
"341","2006","Italy","France","Switzerland",4,4,0,0,28,21,6,8,22,2,2,0,12,0,0,64,73,"Germany"
"342","2006","Italy","France","Togo",3,1,6,0,12,15,3,13,9,0,0,3,8,1,0,57,41,"Germany"
"343","2006","Italy","France","Trinidad and Tobago",3,0,4,0,7,15,0,6,5,0,1,2,8,1,0,50,37,"Germany"
"344","2006","Italy","France","Tunisia",3,3,6,0,8,11,3,12,7,0,1,2,12,1,0,65,37,"Germany"
"345","2006","Italy","France","Ukraine",5,5,7,1,30,30,3,13,19,2,1,2,12,0,1,108,93,"Germany"
"346","2006","Italy","France","USA",3,2,6,0,4,17,1,7,12,0,1,2,3,1,1,55,60,"Germany"
"347","2006","Italy","France","Paraguay",3,2,2,0,14,25,2,7,11,1,0,2,8,0,0,46,49,"Germany"
"348","2006","Italy","France","Poland",3,2,4,0,13,9,4,6,23,1,0,2,8,1,0,46,48,"Germany"
"349","2006","Italy","France","Portugal",7,7,5,2,56,49,8,19,44,4,1,2,20,2,0,121,116,"Germany"
"350","2006","Italy","France","Saudi Arabia",3,2,7,0,9,17,6,6,10,0,1,2,5,0,0,58,60,"Germany"
"351","2006","Italy","France","Serbia and Montenegro",3,2,10,0,8,13,5,3,11,0,0,3,10,1,1,59,47,"Germany"
"352","2006","Italy","France","Spain",4,9,4,3,35,34,5,3,37,3,0,1,6,0,0,71,77,"Germany"
"353","2006","Italy","France","Australia",4,5,6,1,27,27,4,9,20,1,1,2,9,1,0,98,56,"Germany"
"354","2006","Italy","France","Brazil",5,10,2,0,37,31,6,15,31,4,0,1,11,0,0,75,91,"Germany"
"355","2006","Italy","France","Angola",3,1,2,0,11,23,3,14,13,0,2,1,9,1,0,74,52,"Germany"
"356","2006","Italy","France","Argentina",5,11,3,0,30,27,3,24,28,3,2,0,12,0,1,101,106,"Germany"
"357","2006","Italy","France","Croatia",3,2,3,0,12,21,2,12,22,0,2,1,7,2,0,59,61,"Germany"
"358","2006","Italy","France","Czech Republic",3,3,4,0,17,18,2,14,15,1,0,2,5,1,1,53,51,"Germany"
"359","2006","Italy","France","Cote d'Ivoire",3,5,6,2,23,26,2,11,23,1,0,2,7,1,0,45,55,"Germany"
"360","2006","Italy","France","Costa Rica",3,3,9,0,11,17,3,9,9,0,0,3,8,0,0,49,49,"Germany"
"361","2006","Italy","France","Ecuador",4,5,4,0,18,22,5,11,17,2,0,2,9,0,0,79,62,"Germany"
"362","2010","Spain","Netherlands","Uruguay",7,11,8,1,46,38,12,20,36,3,2,2,9,1,1,99,110,"South Africa"
"363","2010","Spain","Netherlands","USA",4,5,5,1,26,32,6,4,17,1,2,1,9,0,0,54,62,"South Africa"
"364","2010","Spain","Netherlands","Algeria",3,0,2,0,7,24,4,9,13,0,1,2,4,2,0,51,30,"South Africa"
"365","2010","Spain","Netherlands","Argentina",5,10,6,0,43,29,8,12,33,4,0,1,7,0,0,65,77,"South Africa"
"366","2010","Spain","Netherlands","Australia",3,3,6,0,14,14,4,4,13,1,1,1,7,0,2,62,36,"South Africa"
"367","2010","Spain","Netherlands","Brazil",5,9,4,0,31,42,5,6,34,3,1,1,7,1,1,78,76,"South Africa"
"368","2010","Spain","Netherlands","Cote d'Ivoire",3,4,3,0,20,19,3,8,16,1,1,1,5,0,0,57,42,"South Africa"
"369","2010","Spain","Netherlands","Cameroon",3,2,5,1,15,20,3,6,16,0,0,3,5,0,0,56,41,"South Africa"
"370","2010","Spain","Netherlands","Chile",4,3,5,0,19,25,4,17,20,2,0,2,13,1,0,79,68,"South Africa"
"371","2010","Spain","Netherlands","Denmark",3,3,6,0,16,16,3,3,11,1,0,2,6,0,0,55,27,"South Africa"
"372","2010","Spain","Netherlands","England",4,3,5,0,31,24,6,9,35,1,2,1,6,0,0,51,47,"South Africa"
"373","2010","Spain","Netherlands","France",3,1,4,0,11,19,7,12,14,0,1,2,6,0,1,53,47,"South Africa"
"374","2010","Spain","Netherlands","Germany",7,16,5,0,42,42,4,23,44,5,0,2,11,1,0,75,80,"South Africa"
"375","2010","Spain","Netherlands","Ghana",5,5,4,2,32,50,6,10,26,2,2,1,11,0,0,90,60,"South Africa"
"376","2010","Spain","Netherlands","Greece",3,2,5,0,16,18,0,7,23,1,0,2,5,0,0,40,35,"South Africa"
"377","2010","Spain","Netherlands","Honduras",3,0,3,0,4,14,3,18,9,0,1,2,7,0,0,52,40,"South Africa"
"378","2010","Spain","Netherlands","Italy",3,4,5,1,18,18,2,7,26,0,2,1,5,0,0,43,58,"South Africa"
"379","2010","Spain","Netherlands","Japan",4,4,2,0,27,17,4,11,12,2,1,1,7,0,0,70,92,"South Africa"
"380","2010","Spain","Netherlands","Korea DPR",3,1,12,0,11,20,5,6,4,0,0,3,2,0,0,26,43,"South Africa"
"381","2010","Spain","Netherlands","Korea Republic",4,6,8,0,22,24,10,3,18,1,1,2,6,0,0,57,59,"South Africa"
"382","2010","Spain","Netherlands","Mexico",4,4,5,1,18,29,5,14,17,1,1,2,9,0,0,84,63,"South Africa"
"383","2010","Spain","Netherlands","Netherlands",7,12,6,0,46,34,14,29,31,6,0,1,22,1,0,126,116,"South Africa"
"384","2010","Spain","Netherlands","New Zealand",3,2,2,0,3,10,0,3,3,0,3,0,6,0,0,61,35,"South Africa"
"385","2010","Spain","Netherlands","Nigeria",3,3,5,1,9,20,5,1,8,0,1,2,5,0,1,45,32,"South Africa"
"386","2010","Spain","Netherlands","Paraguay",5,3,2,0,26,28,3,7,14,1,3,1,9,0,0,97,79,"South Africa"
"387","2010","Spain","Netherlands","Portugal",4,7,1,0,21,27,6,8,16,1,2,1,8,0,1,60,48,"South Africa"
"388","2010","Spain","Netherlands","Serbia",3,2,3,0,11,26,2,13,11,1,0,2,8,1,0,30,61,"South Africa"
"389","2010","Spain","Netherlands","Slovakia",4,5,7,1,11,19,1,8,21,1,1,2,11,0,0,68,65,"South Africa"
"390","2010","Spain","Netherlands","Slovenia",3,3,3,0,14,7,5,7,7,1,1,1,9,0,0,44,50,"South Africa"
"391","2010","Spain","Netherlands","South Africa",3,3,5,0,18,17,4,9,12,1,1,1,4,0,1,43,31,"South Africa"
"392","2010","Spain","Netherlands","Spain",7,8,2,0,46,58,9,12,56,6,0,1,8,0,0,81,134,"South Africa"
"393","2010","Spain","Netherlands","Switzerland",3,1,1,0,9,17,6,3,11,1,1,1,8,0,1,59,38,"South Africa"
